employee_id,employee_name,hire_date,termination_date,base_salary,position,access_permission,password,password_answer,department_id,team_id
20220003,장혜진,2022-01-24,,50000000,STAFF,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_SECTOR
20040006,박영환,2004-12-24,,140000000,TEAM_LEADER,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_1
20040007,배준서,2004-12-06,,120000000,ASSISTANT_MANAGER,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_1
20130009,김옥순,2013-04-25,,100000000,MANAGER,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_1
20120005,김우진,2012-08-23,,100000000,MANAGER,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_1
20100003,강지연,2010-04-08,,75000000,ASSOCIATE,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_1
20110007,이민재,2011-08-24,,75000000,ASSOCIATE,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_1
20230002,이상호,2023-07-31,,60000000,JUNIOR,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_1
20200002,김민지,2020-07-08,,50000000,STAFF,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_1
20030008,김정숙,2003-01-09,,140000000,TEAM_LEADER,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_2
20020003,강중수,2002-10-28,,120000000,ASSISTANT_MANAGER,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_2
20110008,김영수,2011-01-19,,100000000,MANAGER,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_2
20120006,이현지,2012-02-27,,100000000,MANAGER,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_2
20110009,이선영,2011-10-12,,75000000,ASSOCIATE,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_2
20100004,박종수,2010-12-31,,75000000,ASSOCIATE,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_2
20170002,박지훈,2017-11-23,,60000000,JUNIOR,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_2
20190001,이현준,2019-07-30,,50000000,STAFF,ROLE_USER,1234,라면,FINANCE_DEPT,FINANCE_CUST_2
20000004,나수빈,2001-04-13,,160000000,DEPARTMENT_HEAD,ROLE_USER,1234,라면,CORPORATE_DEPT,
20020004,노은주,2002-01-02,,140000000,TEAM_LEADER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_PLANNING
20010001,손동현,2001-08-07,,120000000,ASSISTANT_MANAGER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_PLANNING
20110010,안영환,2011-07-07,,100000000,MANAGER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_PLANNING
20100005,남미영,2010-02-05,,100000000,MANAGER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_PLANNING
20120007,황경숙,2012-06-07,,75000000,ASSOCIATE,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_PLANNING
20140009,박정순,2014-01-15,,75000000,ASSOCIATE,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_PLANNING
20210003,강영철,2021-09-07,,60000000,JUNIOR,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_PLANNING
20220004,최영진,2022-01-24,,50000000,STAFF,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_PLANNING
20030009,이시우,2003-07-09,,140000000,TEAM_LEADER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_CUST
20010002,안영수,2001-04-16,,120000000,ASSISTANT_MANAGER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_CUST
20120008,이영진,2012-06-08,,100000000,MANAGER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_CUST
20120009,김지은,2012-04-03,,100000000,MANAGER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_CUST
20100006,이병철,2010-02-17,,75000000,ASSOCIATE,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_CUST
20110011,김영철,2011-09-16,,75000000,ASSOCIATE,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_CUST
20200003,김진우,2020-06-02,,60000000,JUNIOR,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_CUST
20230003,구순옥,2023-07-05,,50000000,STAFF,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_CUST
20030010,이진우,2003-09-08,,140000000,TEAM_LEADER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_RETAIL
20040008,이영진,2004-09-01,,120000000,ASSISTANT_MANAGER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_RETAIL
20120010,우영길,2012-10-02,,100000000,MANAGER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_RETAIL
20110012,안영수,2011-07-07,,100000000,MANAGER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_RETAIL
20140010,김성훈,2014-11-17,,75000000,ASSOCIATE,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_RETAIL
20120011,이미영,2012-01-06,,75000000,ASSOCIATE,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_RETAIL
20160004,이준혁,2016-06-10,,60000000,JUNIOR,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_RETAIL
20200004,권아름,2020-05-19,,50000000,STAFF,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_RETAIL
20030011,김영순,2003-11-10,,140000000,TEAM_LEADER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_SECTOR
20030012,박민재,2003-12-23,,120000000,ASSISTANT_MANAGER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_SECTOR
20100007,최동현,2010-08-23,,100000000,MANAGER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_SECTOR
20120012,김주원,2012-07-06,,100000000,MANAGER,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_SECTOR
20100008,김지후,2010-10-29,,75000000,ASSOCIATE,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_SECTOR
20100009,김보람,2010-11-17,,75000000,ASSOCIATE,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_SECTOR
20230004,황준호,2023-06-19,,60000000,JUNIOR,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_SECTOR
20230005,김선영,2023-08-16,,50000000,STAFF,ROLE_USER,1234,라면,CORPORATE_DEPT,CORPORATE_SALES_SECTOR
